text,food,service,place,price
Nhân viên lại bắt shipper lên bếp lấy đơn ??,0,1,0,0
Tôi ở đó 15 phút. Không ai hỏi tôi gọi món gì rồi tôi bị đuổi ra ngoài. Không bao giờ quay lại nữa.,0,1,0,0
"Ăn ngon, giá hợp lý",2,0,0,0
"Chờ đồ quá lâu, nhân viên không hỗ trợ.",0,1,0,0
"Trưa ngày 7/11, gọi đồ ăn đợi hơn 30p không thấy phục vụ. 1 bạn nhân viên nữ chậm chạp đi ra, rất thái độ trả lời "" còn 1 bàn nữa"" mà không hề quan tâm đến việc món đã được chuẩn bị cho KH đến đâu rồi. …",0,1,0,0
Đồ ăn quá mặn. Nhân viên không hỏi khách có mã voucher giảm giá gì không đã xuất phiếu tạm tính. Phiếu tạm tính in ra sai nhân viên báo không sửa được và yêu cầu khách không được dùng voucher.,1,1,0,0
"Đồ ăn bình thường, giá khá mắc so với chất lượng. Nhân viên phục vụ chưa chuyên nghiệp.",1,1,0,1
"Lâu rồi mới ghé lại, đồ ăn k ngon, món thịt rang quá ngọt, quá đắt so với chất lượng!",1,0,0,1
Một trải nghiệm tệ với cơm niêu thiên lý. Như công ty đa cấp. Thương các bạn nhân viên làm ở đây.,0,1,0,0
Ông bà xưa có câu “dằn măm xán chén” miêu tả không sai với các bạn nhân viên ở chi nhánh này! mình ngồi ăn mà phải nghe những âm thanh này rất khó chịu,0,1,1,0
"Buổi trưa ngày 28/09/2024 tôi vào ăn cơm. Bữa trưa bao gồm thiên lý xào thịt bò và cơm niêu. Sau khi ăn tôi bị đau bụng phải nôn. Thực phẩm của quán có vấn đề, quán cần xem xét lại.",1,0,0,0
"Quá tệ, ăn mất hứng. Gọi cá diêu hồng chiên sốt cà. Mang ra được 1 khúc đầu lèo tèo. Chán. Bảo đổi thì bảo ko có khúc khác. Đành trả lại ăn cơm không với cà pháo",1,1,0,0
Đổi thực đơn lại vào quán chẳng còn món ji để kêu 🤣 …,0,0,0,0
Nếu so với giá thì tệ. Mình gọi địa rau luộc kho quẹt . Rau mang ra đã nguội như dk luộc sẵn. Cơm thì còn thua cơm ở tiệm cơm ngoài đường. Còn có cả # như hình mình chụp trong cơm,1,0,0,1
"Giao đồ ăn sai món, không gặp lại quán này !",0,1,0,0
Ăn về 2 vợ chồng đều nôn và tào tháo tìm,1,0,0,0
Đồ ăn chậm phục vụ rất lâu,0,1,0,0
Nhân viên thái độ phục vụ tệ,0,1,0,0
"Lần đầu mình dẫn ba mình đi ăn quán này mà thái độ phục vụ quá tệ.

Bước vào mình xin ngồi trên lầu được không thì nhân viên bảo là chưa mở ở trên …",0,1,0,0
Bảo Vệ thiếu chuyên nghiệp không đỡ đồ cùng khách hàng,0,1,0,0
"Đồ ăn dở, giá cao, nhân viên thái độ. Ko hiểu sao cứ va vô đây",1,1,0,1
"Đồ ăn không ngon bằng các món ăn truyền thống Việt Nam khác. Giá cả thì quá đắt, nếu đi cùng gia đình thì tuyệt vời, nhưng không khuyến khích đi 2-3 người.",1,0,0,1
"Giá chát ,  cực lâu, từng món nguội ngắc mới đủ đồ ăn ,   Muốn không gian mát mẻ thì vào còn ăn thì thôi :)",0,1,1,1
"Xem lại cách phục vụ của nhân viên bảo vệ. Người ta tới lấy đơn, mà nói cái giọng nạt nộ, bộ ship ko phải khách hàng à????",0,1,0,0
"chờ ra món và thanh toán cực kỳ lâu, mặc dù rất nhiều nhân viên",0,1,0,0
"Cá kho chưa tới nữa con như chưa chín
Thái độ phục vụ như muốn đuổi khách",1,1,0,0
Cả một hệ thống chi nhánh lớn mà xuất hoá đơn cẩu thả làm không thanh toán được,1,1,0,0
"Nhân viên đông nhưng chỉ toàn bấm điện thoại, không mang khăn, muỗng cho khách, mang canh cá không mang nước chấm mà phải đợi khách NHẮC ĐEM TỪNG THỨ 1. Đồ ăn không bằng chi nhánh quận 7",0,1,0,0
"Quán lỗi hệ thống, đợi hơn 1 tiếng không có đồ ăn mà không một lời xin lỗi. Lần đầu trải nghiệm ở quán mà như vậy, thất vọng. Không bao giờ có lần hai.",0,1,0,0
"Mất tiền ăn còn ôm cục tức , hết đồ ăn không 1 nv nào ra báo bê 2 thố cơm niêu ra , nghĩ khách đông đợi ai ngờ đến khi hỏi lại báo hết . Có ngon cũng k dám quay lại nhân viên thì thái độ .",1,1,0,0
Thuc ăn len qua lâu. Goi 5 mon len 1 món 30p van chua lên tiep. Trong khi com da ăn xong het. Cuoi cung phải gói do ăn ve,0,1,0,0
"phục vụ chậm, hết cơm niêu và l bỏ cơm trắng vào niêu đem ra. Mình hỏi thì nhân viên báo là do quán hết cơm niêu, có phải đang cố tình lừa dối khách hàng???",0,1,0,0
"Mình đặt canh chua cá hú về mà chỉ có nước canh không có cá, mình cũng không biết liên hệ qua Grab như thế nào.",0,3,0,0
"Nhân viên lề mề, ko làm món, chỉ tụ tập đứng chơi. Hết sức tệ",0,1,0,0
"Món ăn dở, vệ sinh kém, phục vụ tệ, giá cao.",1,1,1,1
Họ gian lận về giá cả trên thực đơn.,0,0,0,1
Đắt quá... 20 euro cho một con gà quay...,0,0,0,1
"Tệ hại hết sức. Đồ ăn bình thường, phục vụ tồi tệ, và nhân viên thậm chí không nói được tiếng Anh cơ bản. Họ còn làm việc rất chậm. Tuyệt đối không nên đến đây.",3,1,0,0
Các nhân viên đang làm việc rất chăm chỉ ^^,0,2,0,0
"Họ thô lỗ và thậm chí không chào hỏi khi bạn vào hoặc ra về. Bàn thì bẩn, và họ tính phí cho khăn ướt, nhưng thức ăn thì mặn và không nên thử.",1,1,1,1
Tệ nhất... Một nhà hàng chỉ dành riêng cho khách du lịch trọn gói người Trung Quốc. Tôi thấy họ vừa nấu ăn vừa hút thuốc trong bếp.,1,1,0,0
"Tôi đang ăn thì tình cờ thấy một con ốc sên. Nó không ngon chút nào. Nếu bạn là người Hàn Quốc, đừng đến đó.",1,0,0,0
"Tôi vừa ghé một quán khá ổn vì rảnh rỗi, nhưng tường thì mốc meo nhiều chỗ và đồ ăn thì chỉ tạm được. Chắc tôi sẽ không quay lại nếu thấy món sườn nướng nữa.",3,0,1,0
"Quán đông, đông nhân viên nhưng nhân viên không chú ý khách và không nhiệt tình. Làm cho có. Khách nhắc thì thái độ.
SG, 11/09/2024",0,1,0,0
"Chất lượng phục vụ tệ, không bao giờ quay lại mặc dù đồ ăn ổn

Mình vào 3 người, gọi món xong 30’ vẫn chưa thấy gì, nhìn mấy bàn đến sau lên …",3,1,0,0
đi rất nhiều chỗ Thiên Lý nhưng chưa bao giờ thất vọng như vậy. đã đợi hẳn 1 tiếng và chưa được dùng món (hiện tại vẫn đang đợi). tởn tới già luôn.,0,1,0,0
"Lần thứ 2 tới mà lần nào cũng không hài lòng về thái độ phục vụ của các bạn chạy bàn. Trông các bạn vô cùng mệt mỏi, như bị ép đi làm vậy đó. …",0,1,0,0
Nhân viên phục vụ quá kém. Khách vào ngồi đợi dài cổ mà ko có một ai mang menu tới hay hỏi gì. Rất tệ,0,1,0,0
"Tối qua đi ăn, đồ ăn ko có gì đặc sắc. Cá ko tươi, còn sống. Ko biết có đảm bảo vệ sinh ko? Hết dám ghé. Được mỗi phục vụ vui vẻ.",1,2,0,0
Dv quá kém. Từ khâu bảo vệ giữ xe bên ngoài. Khách đông cao điểm bv ngồi lừ 1 chỗ kg sắp xếp xe. Bạn order thẩy cho cái menu như bố thí. Góp ý còn giải thích. Kg biết đồ ăn ngon cỡ nào mà dv vậy thì bye sớm.,0,1,0,0
"Phục vụ quá tệ! Món ăn lên thiếu, chờ lâu!
Gọi cà pháo bảo hết nhưng lại bán theo combo thịt luộc mới có.
Thanh toán rườm rà!",1,1,0,0
"Nhân viên phục vụ quá kém, order sót bill, món lên quá lâu. Cả 2 ngày liên tục",0,1,0,0
Mở luộc chứ thịt luộc gì,1,0,0,0
"Làm đồ ăn quá lâu, có món 2 mà bắt chờ nửa tiếng đồng hồ.",0,1,0,0
"Đồ ăn quá ngọt, cơm trên khô dưới nhão.",1,0,0,0
Thịt luộc quá dở quán nên xem lại,1,0,0,0
Tệ. Dịch vụ rất tệ,0,1,0,0
Mỗi lần hỏi quán có thanh toán thẻ không nhân viên đều trả lời máy hư. Máy quẹt thẻ ở đây hư cả năm luôn rồi 🥲 …,0,1,0,0
"Quản lý cửa hàng có thái độ tệ với khách hàng, có ý miệt thị, coi thường khi được hỏi về giá và một số thắc mắc. Đây là lần thứ 2 lặp lại. Cần xem xét lại trách nhiệm của người này",0,1,0,3
"Đợi hơn 30p, lên nhầm đồ ăn nữa, đắt nhưng phục vụ chán",0,1,0,1
"Dịch vụ khách hàng thật tệ.
Khi tôi hỏi, ""Tôi có thể dùng thẻ tín dụng không?"", hai người nói được, nhưng một người nói không. Vậy là họ không được. …",0,1,0,0
"Canh chua cá bớp bình thường 2 khứa cá, nay có 1 khứa cá cho phần ăn 140.000 vnd. Chả cá chiên thì khét đen, cơm thì sống ko ăn được. Phần ăn 2 người gần 300.000 vnd vô thùng rác. Làm ăn quá tất trách, cẩu thả. Là 1 khách hàng hay ăn thường …",1,0,0,1
"Tôi order xong đợi gần 1 tiếng, nhân viên ngồi bấm điện thoại. Thấy lâu quá hỏi thì nhân viên đến hỏi rất tỉnh: anh chị order chưa ? KHÔNG THỂ CHẤP NHẬN !",0,1,0,0
"Có lần đi ăn thì quản lý và nhân viên đùa giỡn, không nghiêm túc khi đang tiếp khách. Cảm thấy k thoải mái và k đc tôn trọng nên cho 1* dịch vụ. Đồ ăn thì ok!",2,1,0,0
Cơm niêu như cơm nguội vẫn đưa cho khách ăn…trả vào đưa ra niêu vẫn ko kịp nóng nổi…quá tệ,1,1,3,0
"Đồ ăn không ngon lắm.Không gian ổn.Không biết tuyển qlý để làm gì thấy hút thuốc khi khách vào chả tươi cười,niềm nở ăn buổi sáng mà thu ngân như thức nguyên đêm mặt chù ụ.Qlý lơ là khách,dịch vụ tệ",0,1,0,0
"Các nhân viên phục vụ quên nhập một nửa đơn đặt hàng của chúng tôi. Khi chúng tôi hỏi về món ăn, họ nói rằng máy tính của họ gặp sự cố hệ thống. Nhưng ""bằng cách nào đó"" họ chỉ mang ra được cơm.",1,0,0,0
"Thịt ba rọi mỡ trắng trợt, mình đã bỏ món này",1,0,0,0
"Fe-semi chui ra từ đồ ăn, nhưng tôi chỉ cười rồi vứt đi... Dù là thiếu sắt thì cũng không đến nỗi tệ như vậy. Không đùa đâu, cay thật đấy.",1,0,0,0
"Rước bực vào người, nhân viên gì bưng đồ ăn lên xong cho khách ngồi chờ 30p không lên cơm. gọi hỏi nhân viên 2 lần vẫn thế. phục vụ quá tệ, lần đầu đi ăn uống mà phải thả lại 1 sao ntn",0,1,0,0
"Ngày 3 tháng 1 năm 2024
Ghê quá!!
Tôi và chồng người Hàn Quốc đến đây, gọi món theo thực đơn, và đặc biệt yêu cầu …",0,1,0,0
"Tệ hại hết sức!!! Họ xúc phạm tôi ngay trước mặt khách hàng…

Tôi đến đó vì đói bụng và không biết gì hơn. …",0,1,0,0
"Gọi đồ lâu, đồ ăn không ngon",1,1,0,0
Đồ ăn ko đc ngon. Món mặn. Món nhạt. giá quá đắt,1,0,0,1
cơm gọi ko cháy đem ra niêu nào cx cháy đồ ăn thì kh ra gì,1,0,0,0
"Giá thì chát, ly uống thì ly nhựa.. địa điểm có chi cho tài xế. Nói chung là CHÊ nha",0,0,1,1
ko qay lại lần 2. đợi 1 tiếng ra được bát canh cải và rau muống xào :)) 370k,0,1,0,1
"Đồ ăn lâu lên, mắc và tệ. Các bạn nên cân nhắc khi ghé.",1,1,0,1
"Quán ăn rất rất tệ , thái độ nhân viên phục vụ thiếu chuyên nghiệp,",0,1,0,0
"Cac món ăn quá dỡ. Món canh chua, cá kho mà nấu ko chut huong vi viet",1,0,0,0
Nhà hàng vừa đắt lại ra đồ ăn chậm dù đã nhắc lại nhiều lần. Khách hủy đơn không có 1 lời xin lỗi,0,1,0,1
Món ăn không ngon phục vụ không chuyên nghiệp . Canh cua mặn không ăn nổi,1,1,0,0
Đồ ăn nấu chưa chín không đảm bảo vệ sinh. Giá cả thì quá mắc .,1,0,1,1
"Khi vao quan nen hoi gia ca ky cang truoc khi an, va khi nhan vien quan mang do an ra nen hoi mon an do la mien phi hay tinh tien de roi sau khi an xong tien mat tat mang, an thi do gia thi mac",0,0,0,1
"Quán tệ nhất mà cánh tài xế vô lương tâm lại luôn giới thiệu. Tệ nhất hành tinh, bà con ko nên đến",0,0,0,0
"Mọi thứ đều ổn trừ thái độ của nhân viên, Cực khó chịu khách hỏi ko tl, hỏi đi hỏi lại nhân viên coi như điếc, đến lúc khách phải gắt lên rồi thì quay lại lườm khách bảo ngay câu nghe thấy rồi :)) …",0,1,0,0
Gọi bát canh chua cá mú ra ăn mà nấu như luộc.Cá thì kiểu để lâu lên mùi khó ăn.Gọi đĩa Nai xào thì toàn thâý độn.,1,0,0,0
"Đồ ăn dở tệ ,ăn hết cơm rồi mới đem canh ra.giá thì mắc cắt cổ.ko nên ăn quán này",1,1,0,1
"món nào cũng tệ , làm thì lâu , kêu nước mà nhắc 2 3 lần mới chịu đem ra , chả hiểu sao đông , chắc do tài xế dẫn mối, tốt nhất mn đừng vô ăn mắc công phí tiền , vừa mắc vừa tệ",1,1,0,0
"Lần đầu vào quán gọi canh chua cá bóp, ca bóp kho tộ củ luộc mắm kho quẹt… ăn với cơm… sống. Hỏi phục vụ tại sao không ai trả lời. Không bao giờ quay lại chỗ này nhé anh em",1,1,0,0
Quán làm đồ ăn rất lâu.đồ ăn không tươi không ngon lại đắt.thề luôn có đi phú quốc không bao giờ ghé quán này,1,1,0,1
"Đồ ăn đắt mà không ngon , canh cũng 140k trở lên, cá bông kho bị mặn, chỗ ngồi xa quạt nóng",1,0,1,1
"Quán phục vụ quá tệ, đói và mệt chờ dài cổ ko thấy mang ra. Lần đầu là lần cuối",0,1,0,0
nhân viên người thì ngồi ăn người thì ngồi chơi,0,1,0,0
"Giá mắc mà chất lượng kém, nhân viên có thái độ khó chịu.",1,1,0,1
Cơm tạm nhưng giá cao đợi lâu,3,1,0,1
"Thịt bò dai như kẹo cao su, còn thịt gà thì dai như cá sống. Đây là lần đầu tiên tôi ăn nhà hàng ở Việt Nam, và tôi phải nói rằng đó là bữa ăn tệ nhất trong chuyến đi của mình. Giá cả cũng không hề rẻ.",1,0,0,1
"Thái độ phục vụ không thân thiện, nhầm lẫn đơn đặt hàng, và đồ ăn thì chỉ ở mức tạm được. …",3,1,0,0
"Trời nóng nực vào buổi sáng, nên tôi chỉ vào nhà hàng đầu tiên mình thấy, nhưng hóa ra lại là một nơi đắt đỏ haha. …",0,0,0,3
"Sai lầm lớn nhất của chuyến đi. Đồ ăn đắt (so với mặt bằng chung ở Việt Nam), không ngon, phải liên hệ với nhân viên ở mỗi bước gọi món, chờ đợi lâu, và họ quên phục vụ cơm cho tôi.",1,1,0,1
"Đồ ăn tệ
Dịch vụ tệ
Vệ sinh tệ …",1,1,1,0
"Cần lưu ý rằng, hình ảnh các món ăn không phản ánh thực tế. Chúng tôi đã gọi món gà, nhưng những gì được phục vụ chủ yếu là xương và mỡ. Dịch vụ kém, và giá cả lại cao so với chất lượng thức ăn tồi tệ như vậy.",1,1,0,1
Tôi chỉ có thể cảnh báo bạn! Thịt gà vẫn còn sống! Ăn như vậy rất nguy hiểm! Cùng một loại đồ uống được phục vụ với số lượng khác nhau. Nhân viên phục vụ quan tâm đến điện thoại hơn là khách hàng.,1,1,0,0
"NẮNG NÓNG DỞ
Là 3 từ có thể dành cho quán lúc này
Đi theo cmt mọi người mà nhận lại 1 trải nghiệm thực sự chán đời. …",0,0,1,0
Nhân viên ở đây rất thô lỗ.,0,1,0,0
Đồ ăn thì vô vị và quá đắt!!!,1,0,0,1
Đồ ăn mắc mà ra lâu chê,1,1,0,1
"Quá dở, coi thường khách hàng.",1,1,0,0
Phuc vụ quá tệ không muốn ghé lại,0,1,0,0
Ngồi cả tiếng kh lên đồ. Lên đc mấy lon nước,0,1,0,0
"Quá tệ
Làm ăn chậm chạp
Món ko ngon",1,1,0,0
"Phục vụ quá lởm, giá đắt",0,1,0,1
Quá tệ. Đợi 1 tiếng không lên đồ. Sẽ không quay lại lần 2,0,1,0,0
Nhân viên thái độ đưa đồ cho khách bụp 1 phát :)👍🏻Tệ vl …,0,1,0,0
Đỗ ăn ko tươi ngon .,1,0,0,0
"Thấy khách đông vào thử, nhưng Thử 1 lần nhớ đời không bao giờ quay lại👎👎👎👎 …",0,0,0,0
"Đồ lên quá lâu, phục vụ không nhiệt tình. Gây bức xúc",0,1,0,0
"Tôi không khuyên dùng!!

Chúng tôi gọi một bát súp nhưng lại nhận được 4 bát. Họ nói đó là lỗi của chúng …",0,1,0,0
"Trải nghiệm đồ ăn cực tệ, miếng sườn nhạt nhẽo, màu sắc còn không hấp dẫn nữa",1,0,0,0
Dịch vụ không ra gì. Giờ mở cửa 8h mà khách vô 8h hơn lại bảo 9h.,0,1,0,0
Phục vụ thiếu chuyên nghiệp toàn phải đợi nhắc,0,1,0,0
Mình đi ăn trưa nhóm 3-4 người .quán có điều hoà nhưng không bật với lí do ít người quá. Trời mùa này ngồi ngoài ăn đổ mồ hôi . Né gấp luôn !!!,0,0,1,0
"Rất tệ, cơm và gà chiên hôi mùi dầu chiên đi chiên lại..rất hại sức khoẻ",1,0,0,0
"Chém khách, cơm thì bình thường không có gì đáng khen.",3,0,0,1
"Menu không ghi giá , kinh doanh mập mờ , hỏi thì giá rất cao so với giá chung thị trường",0,0,0,1
"K có bảng giá niêm yết, Cơm gà chiên dở, gà bở và tanh, hôm mình ăn là 75k/ xuất",1,0,0,1
"Giá ngày càng lên, gà ngày càng bé, chất lượng thì giảm mà ko đáng kể",1,0,0,1
Quá tệ. Thấy khách du lịch chặt chém kinh khủng. 2 suất cơm rang 190k,0,0,0,1
"Quán cơm côn đồ, tới ăn cẩn thận bị đấm",0,1,0,0
Quán cơm du côn nên tẩy chay cho nghỉ bán đi mn,0,1,0,0
Một dĩa cơm gà một cái đùi gà chiên + một chén canh bột ngọt=80k.Đừng nên thử dù chỉ một lần,1,0,0,1
"Nơi này tệ hại, cô phục vụ cực kỳ thô lỗ và tính 100.000 đồng cho mỗi đồng sau khi nói chỉ 30.000. Đừng đến đây.",0,1,0,1
Báo giá 25k nhưng khi tính tiền lại tính 75k?????,0,0,0,1
vừa dở lại còn đắt,1,0,0,1
Trời ơiii mọi người ơi né gấppppppppppppp,0,0,0,0
"Mì xíu quá tệ, mì đã trụng trước đó nên nguội ngắt, thịt xíu rán mỡ ăn không đúng mì xá xíu! Phục vụ tệ!",1,1,0,0
"nhân viên thái độ, quán không có menu giá rõ ràng. Nhân viên nhìn mặt khách để báo giá. Không nên đi quán này",0,1,0,3
"130k , chủ quán chặt chém , mọi người ghé nên cẩn thận , cơm bị khô",1,0,0,1
"Trải nghiệm tệ nhất có thể. Mẹ mình chờ 30’ xếp hàng xong cuối cùng lại phục vụ người nước ngoài trước. Đồ ăn thì khô, chất lượng tệ nhất Hội An",1,1,0,0
"Gd tôi mới đi ăn quán đì theo giới thiệu ở tiktok. Quán chặt chém khách du lịch. Nên khách đi ăn hỏi giá trước. Dĩa cơm đùi chặt 110k, cơm gà xé 50k. Ăn gọi là được chứ ko ngon. Giá còn mắc hơn trong quán.",1,0,0,1
"Cơm khô, cứng. Giá cao, không tương xứng với bữa ăn.",1,0,0,1
"Nhân viên nhà hàng rất tệ, thật là sai lầm khi đến đây.",0,1,0,0
Giá trị cơm gà 10k bán 50k một dĩa cơm gà xé.quá tệ.nên né,0,0,0,1
Menu không có giá . Ăn dĩa cơm gà 80k bằng dĩa cơm gà 40k chổ khác . Chát,0,0,0,1
"Menu ko giá, thái độ nhân viên rất láo, đồ ăn tệ và rất mắc so với các quán gần đó, ko bao giờ quay lại 😡😡😡 …",1,1,0,1
"Đồ ăn nhạt và dở tệ, thái độ phục vụ của chị chủ quán rất kém. Đem sai món tận 4 lần mặc dù quán ko đông. Quá mắc so với những gì nhận được.",1,1,0,0
"Quá tệ cho lần trải nghiệm, chủ quán thái độ và cô con gái thái độ với khách, làm sai món tới 2 lần và đổ lỗi cho nhân viên của mình trong khi quán ko hề đông.",0,1,0,0
"Ta nói vô quán cầm cái menu không thấy giá là cảm thấy có điềm rồi
1 phần cơm gà luộc 80k mà cơm còn sống nữa",1,0,0,1
"Mua phần mì xào 130.000 vnd về không  cho mì chỉ có nước nhân, gọi điện gặp chủ nói trời mưa ko có shipper. Cũng không nói gì thêm. Giá mắc mà thái độ phục vụ vậy thì 0 sao .",1,1,0,1
"Nếu quán cảm thấy k muốn phục vụ khách thì nên đóng cửa chứ đừng mở ra rồi thái độ với khách hàng như vậy , làm ăn có tâm chút thì mới lâu dài dc . Thất vọng.",0,1,0,0
"Đồ ăn bình thường, giá quá chat so với các tiệm khác tận gần 80k/phần, thái độ dịch vụ quá kém mình kêu tính tiền mà bà nvien hay chủ gì đó thái độ",3,1,0,1
"đĩa mì xào mềm chỉ có chút thịt và hải sản giá 120k làm mình hơi shock

thêm nữa là cũng không ngon …",1,0,0,1
"cơm gà thì khô cứng không thấm,cơm xá xíu cũng khô, thịt thì nguội, cung cách phục vụ nhân viên nam không tốt không thân thiện.Giá thì quá cao cho những gì nhận được.Sẽ không có lần sau vào đây",1,1,0,1
"Đồ ăn nhạt nhẽo, lên đồ rất chậm, order một đàng lên đồ một nẻo. Thật sự rất thất vọng về mức giá của quán",1,1,0,1
"Đồ ăn không ngom đã vậy giá quá mắc, thực đơn không để giá. 70k cho cơm gà, ăn không ngon không no, người đà nẵng còn bị ""chém"" giá. thái độ phục vụ kinh thường khách hàng.  Không nên ăn ở đây",1,1,0,1
"Đĩa cơm 80k, siêu mắc, menu không ghi giá, mình nghĩ tầm 40k là cùng, ai dè 80k",0,0,0,1
"Quán này nó ko coi khách ra gì đâu. Nhất là con bé chủ quán, bởi vậy cơm tại đây tuy ko dở, nhưng ngày càng ế và đi xuống....",3,1,0,0
"Cơm gà khô cứng không thấm,cơm xá xíu thì thịt rất khô cứng và rất nguội,...Giá thì cao cho 2 phần cơm dở tệ ăn không hết..anh nv bưng cơm lên mặt lầm lì không thân thiện.Nói chung mọi người không nên tới đây ăn!",1,1,0,1
"Quán chảnh, không cần khách.
Vào ăn 3 người, 2 người gọi món bình thường, 1 mình mình ko ăn thịt nên chỉ kêu 1 phần cơm chiên trứng hoặc cơm chiên ko có gì cũng được, yêu cầu đơn giản, hỏi …",0,1,0,0
"Dĩa cơm không sứng đáng, canh như nước lọc",1,0,0,1
"Dịch vụ tạm th, nv còn tỏ thái độ với khách, đồ ăn thì bth, bị cái tinh bột nhiều mà thịt thì có chút xíu",3,1,0,0
"Đồ ăn vừa dở vừa đắt, không có chỗ để xe, chủ có đôi tay nhìn rất bẩn thỉu, làm ăn vậy dẹp tiệm sớm chứ để ảnh hưởng hình ảnh Đà Nẵng. Cũng may không đánh lộn với nó",1,1,1,1
"Thức ăn bẩn, chắc phải nhờ các anh cán bộ kiểm tra vệ sinh an toàn thực phẩm chứ không ổn chút nào
Và phục vụ rất thái độ hống hách , ghi nhận các bạn",1,1,1,0
"Tôi mới sống ở Việt Nam được 8 năm và rất thích đồ ăn ở đó, và đây chắc chắn là lý do tệ nhất cho một bữa ăn mà tôi từng trải nghiệm. Điều đáng buồn là nhân viên dường như đã lường trước được điều đó.",1,3,0,0
Mình đi ăn trưa với nhóm 3-4 người. Quán có điều hoà nhưng không bật vì lí do ít khách. Trời mùa này ngồi ngoài ăn đổ mồ hôi. Né gấp nhé!,0,1,1,0
"Quá đắt, chất lượng không đáng tiền. Không bao giờ đến quán nữa",1,0,0,1
ch tính dịch vụ thì đủ 1 sao chưa,0,1,0,0
"Cơm bình thường, gà rất cứng, rất dỡ. Chủ quán chặt chém, 1 phần cơm gà chặt 100k khi trả tiền nghẹn họng.
Cơm gà xé nhỏ, mảnh như sợi tóc, rất dỡ, không nước canh đi kèm, cơm khô uống …",1,0,0,1
"Lừa đảo, chặt chém. Mọi người cẩn thận khi đến quán này. Kiểu này ko bao lâu nữa sẽ ko còn ai dám ghé Hội An.",0,0,0,1
"Nhân viên không hiểu tiếng Anh, họ mang đến cho chúng tôi món khác với món chúng tôi đã gọi, và họ liên tục dùng tay chứng minh rằng chúng tôi đã gọi món khác.",0,1,0,0
"Thôi thì, trả 90.000 cho một suất cơm thì thật là phí. Hải sản ở đó chỉ có 1 con tôm và vài miếng mực, cắt thành 20 miếng.",1,0,0,1
"Đồ ăn thì thiếu, nhưng tôi không biết, và giá cả cũng khác nhau cho người dân địa phương và người nước ngoài...; Đồ ăn thì không tệ, nhưng không có lý do gì để đến đó.",3,0,0,1
"Đồ ăn không tươi, không ăn được
Nhân viên thô lỗ",1,1,0,0
"Tôi không khuyên bạn nên đến quán này. Họ đang lừa đảo khách du lịch (giá trên thực đơn ghi một kiểu, nhưng khi thanh toán lại ghi giá hoàn toàn khác, ""gấp 3 lần""), và đồ ăn thì không ngon như tôi mong đợi...",1,0,0,1
"Đồ ăn thì tàm tạm, khăn ăn thì tính thêm, và việc bạn có dùng hay không cũng chẳng quan trọng. Chúng được cộng vào hóa đơn. …",3,0,0,1
"🇬🇷 Hành vi thô lỗ, đồ ăn đắt đỏ và chỗ ngồi không thoải mái, khi chúng tôi ngồi, nhân viên có phong cách kỳ lạ, tất nhiên chúng tôi đã rời đi khi nhìn thấy giá. Không đáng, hoàn toàn không. …",0,1,1,1
"Thịt nguội lạnh và có vị chua. Chúng tôi phàn nàn ngay lập tức và đi ăn ở nơi khác.
Chúng tôi đã ở Việt Nam bốn tuần rồi mà chưa từng có bữa ăn nào tệ đến thế.
Tuyệt đối không nên thử!",1,0,0,0
"Đồ ăn tệ kinh khủng và lượng thức ăn thì ít so với giá tiền.

Tuy nhiên, lỗi là do chúng tôi không gọi món gì đặc sản địa phương. …",1,0,0,1
"Nó thật kinh khủng, tồi tệ và chậm chạp.",0,0,0,0
"Nơi này kinh khủng. Đừng đến đó. Chúng tôi chưa bao giờ ăn đồ ăn tệ đến thế.

Cơm có mùi lạ. Đùi gà thì nguội ngắt, như thể vừa lấy từ tủ lạnh ra. Nước phở …",1,0,0,0
"Món ăn được giao khác với những gì đã thỏa thuận. Sau khi tôi chỉ ra điều đó, người phục vụ đột nhiên quên mất tiếng Anh của mình. …",3,1,0,0
"Thay vì một cái vỉ nướng, họ lại mang đến một đĩa thịt nguội, hương vị và lượng thịt kém, họ bán cho tôi một chiếc khăn ăn đã trả tiền mà không hề báo trước cho tôi.",1,0,0,1
"Đồ ăn ở đây rất nhạt nhẽo, quán ăn bình dân, chúng tôi không ăn hết gì cả, quán chỉ đáng 1 sao.",1,0,0,0
"Tôi đã nói với họ về tóc trong thức ăn, nhưng có vẻ như không ai quan tâm.",1,0,0,0
"Đừng đến quán cà phê này, đồ ăn và dịch vụ đều tệ. 👎🏼❌ …",1,1,0,0
"Tôi ghét viết đánh giá tiêu cực, nhưng chắc tôi phải làm vậy thôi. Tôi cực kỳ khuyến khích.
Chúng tôi không thể ăn được mì; tôm vẫn còn nguyên vỏ và chân. 😬 Món ăn thì tệ …",1,0,0,0
"Ưu điểm duy nhất là nhà hàng nằm gần chợ đêm.

Cô nhân viên nhận gọi món không quan tâm đến việc đồ ăn có được mang ra hay …",0,1,2,0
"TÔI KHÔNG GIỚI THIỆU ĐIỀU NÀY CHO BẤT CỨ AI! ⛔️
Đây là nơi tệ nhất tôi từng đến. Không hề có dịch vụ nào cả: họ chỉ đơn giản là phớt lờ bạn. Chúng tôi đã đợi 30 phút để có người nhận đơn hàng; chúng tôi phải …",1,1,0,0
